External ID,Name,Status,Last SO Create Date,Agency Region,County/Ward,Shipping Address,Phone,Day of Week,Monthly Options,Starting Time,Ending Time,By Appointment Only,Food Pantry Requirements,Date of Last Verification,Distribution Models,Food Format ,Additional Note on Hours of Operations,Latitude,Longitude
14050-PART-01,Bread for the City : Bread for the City SE Center,Active,2/24/2025,DC,DC Ward 8,1700 Good Hope Road SE Washington DC 20020,(202) 773-2308,Monday,Every week,9:00 AM,3:00 PM,No,"ID,Zip Code",9/20/2024,Walk up,Loose groceries,DC Residents Only,38.865987,-76.98079
14050-PART-01,Bread for the City : Bread for the City SE Center,Active,2/24/2025,DC,DC Ward 8,1700 Good Hope Road SE Washington DC 20020,(202) 773-2308,Tuesday,Every week,9:00 AM,3:00 PM,No,"ID,Zip Code",9/20/2024,Walk up,Loose groceries,DC Residents Only,38.865987,-76.98079
14050-PART-01,Bread for the City : Bread for the City SE Center,Active,2/24/2025,DC,DC Ward 8,1700 Good Hope Road SE Washington DC 20020,(202) 773-2308,Wednesday,Every week,9:00 AM,3:00 PM,No,"ID,Zip Code",9/20/2024,Walk up,Loose groceries,DC Residents Only,38.865987,-76.98079
14050-PART-01,Bread for the City : Bread for the City SE Center,Active,2/24/2025,DC,DC Ward 8,1700 Good Hope Road SE Washington DC 20020,(202) 773-2308,Thursday,Every week,9:00 AM,3:00 PM,No,"ID,Zip Code",9/20/2024,Walk up,Loose groceries,DC Residents Only,38.865987,-76.98079
19485-PART-01,Manna Food Center Inc. : Manna Food Center,Active,2/24/2025,MD,MD Montgomery County,9311 Gaither Rd Gaithersburg MD 20877,(240) 268-2539,Monday,Every week,6:30 AM,4:00 PM,No,ID,10/25/2024,"Home Delivery,Walk up",Pre-bagged or boxed groceries,,39.1185452,-77.1920257
19485-PART-01,Manna Food Center Inc. : Manna Food Center,Active,2/24/2025,MD,MD Montgomery County,9311 Gaither Rd Gaithersburg MD 20877,(240) 268-2539,Tuesday,Every week,9:00 AM,7:00 PM,No,ID,10/25/2024,"Home Delivery,Walk up",Pre-bagged or boxed groceries,,39.1185452,-77.1920257
19485-PART-01,Manna Food Center Inc. : Manna Food Center,Active,2/24/2025,MD,MD Montgomery County,9311 Gaither Rd Gaithersburg MD 20877,(240) 268-2539,Wednesday,Every week,7:00 AM,5:00 PM,No,ID,10/25/2024,"Home Delivery,Walk up",Pre-bagged or boxed groceries,,39.1185452,-77.1920257
19485-PART-01,Manna Food Center Inc. : Manna Food Center,Active,2/24/2025,MD,MD Montgomery County,9311 Gaither Rd Gaithersburg MD 20877,(240) 268-2539,Thursday,Every week,7:00 AM,7:00 AM,No,ID,10/25/2024,"Home Delivery,Walk up",Pre-bagged or boxed groceries,,39.1185452,-77.1920257
19485-PART-01,Manna Food Center Inc. : Manna Food Center,Active,2/24/2025,MD,MD Montgomery County,9311 Gaither Rd Gaithersburg MD 20877,(240) 268-2539,Friday,Every week,7:00 AM,3:00 PM,No,ID,10/25/2024,"Home Delivery,Walk up",Pre-bagged or boxed groceries,,39.1185452,-77.1920257
19699-PART-01,"ABSYNA, Inc. : ABSYNA, Inc. - Brentwood",Active,11/15/2024,MD,MD Prince George's County,4142 Bunker Hill Rd Brentwood MD 20722,(240) 374-8864,Thursday,Every week,10:00 AM,5:30 PM,No,,12/17/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Only residents of the (7) residential buildings may receive food.,38.9396885,-76.9530132
19808-PART-01,Tutoring Cafe : Tutoring Cafe,Active,12/20/2024,DC,DC Ward 4,6906 4th St NW Washington DC 20012,(240) 601-3312,Thursday,Every Other Week,2:30 PM,3:30 PM,Yes,,10/1/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,38.9739669,-77.0183635
21860-PART-01,"So What Else, Inc : So What Else, Inc",Active,2/26/2025,MD,MD Montgomery County,4924 wyaconda road  Rockville  MD 20852,(240) 705-4345,Tuesday,Every week,10:00 AM,6:00 PM,Yes,,10/11/2024,,Loose groceries,,39.044973,-77.098174
22457-PART-01,Mid-County Hub at Harvest Intercontinental Church Olney : Mid-County Hub at Harvest Intercontinental Church Olney,Active,2/16/2025,MD,MD Montgomery County,16227 Batchellors Forest Rd Olney MD 20832,(301) 512-5584,Saturday,Every week,9:00 AM,11:00 AM,No,"ID,Zip Code",10/25/2024,Drive thru,Pre-bagged or boxed groceries,,39.121089,-77.0682673
16400-PART-01,Nick's Place : Nick's Place,Active,2/7/2025,MD,MD Prince George's County,4514 Lincoln Ave Beltsville MD 20705,(301) 938-5876,As Needed,As Needed,As Needed,As Needed,No,,9/26/2024,,,,39.0489757,-76.9126323
18706-PART-01,Freedom Way Missionary Baptist Church : Freedom Way Missionary Baptist Church,Active,8/21/2024,MD,MD Prince George's County,1266 Benning Road Capitol Heights MD 20743,(301) 807-6912,As Needed,,1:00 PM,2:00 PM,Yes,"ID,Zip Code",10/19/2023,Walk up,Pre-bagged or boxed groceries,,38.8734733,-76.9285803
19556-PART-01,Salvation Army (PW County) : Salvation Army  (PW County),Active,12/21/2024,VA,VA Prince William County,1483 Old Bridge Road #102 Woodbridge VA 22192,(703) 580-8991,Wednesday,As Needed,10:00 AM,12:00 PM,No,ID,10/3/2024,,,Able to receive food every 30 days,38.6729334,-77.2596024
19556-PART-01,Salvation Army (PW County) : Salvation Army  (PW County),Active,12/21/2024,VA,VA Prince William County,1483 Old Bridge Road #102 Woodbridge VA 22192,(703) 580-8991,Monday,As Needed,10:00 AM,12:00 PM,No,ID,10/3/2024,,,Able to receive food every 30 days,38.6729334,-77.2596024
22120-PART-01,Columbia Heights Village Tenant Association : Columbia Heights Village Tenant Association,Active,8/13/2024,DC,DC Ward 1,2900 14th Street NW Suite 110 Washington DC 20009,(202) 390-8580,As Needed,As Needed,8:00 AM,8:00 PM,Yes,"ID,Zip Code",10/19/2023,"Drive thru,Walk up","Pre-bagged or boxed groceries,Prepared meals",,38.926689,-77.032526
19793-PART-01,"Ayuda, Inc. : Ayuda, Inc.",Active,2/5/2025,DC,DC Ward 2,1990 K St. NW Suite 500 Washington DC 20006,(703) 589-4204,Wednesday,3rd of the Month,9:00 AM,3:00 PM,No,ID,9/19/2024,Walk up,Loose groceries,,38.9007517,-77.0447963
19313-PART-01,Sydenstricker UMC : Sydenstricker UMC,Active,2/26/2025,VA,VA Fairfax County,8508 Hooes Road Springfield VA 22153,(571) 235-6048,Tuesday,2nd of the Month,3:00 PM,6:00 PM,No,,8/30/2024,Walk up,Loose groceries,You must be in line by 6:00 p.m. to receive food.,38.7563214,-77.2394235
22288-PART-01,Mount Olive Baptist Church : Mount Olive Baptist Church,Active,2/26/2025,VA,VA Fairfax County,6600 Old Centerville Rd n/a Centerville VA 20121,(703) 830-8769,Tuesday,2nd and 4th of the Month,1:00 PM,2:00 PM,No,,9/16/2024,,,,38.820319,-77.44182
22288-PART-01,Mount Olive Baptist Church : Mount Olive Baptist Church,Active,2/26/2025,VA,VA Fairfax County,6600 Old Centerville Rd n/a Centerville VA 20121,(703) 830-8769,Saturday,3rd of the Month,9:00 AM,10:00 AM,Yes,,9/16/2024,,,,38.820319,-77.44182
22863-PART-01,St. John's Community Service Center : St. John's Community Service Center,Active,2/21/2025,VA,VA Fairfax County,7611 Little River Turnpike Annandale VA 22003,(571) 283-9231,Monday,Every week,10:00 AM,4:00 PM,No,,10/4/2024,Walk up,,,38.8322741,-77.2081111
22863-PART-01,St. John's Community Service Center : St. John's Community Service Center,Active,2/21/2025,VA,VA Fairfax County,7611 Little River Turnpike Annandale VA 22003,(571) 283-9231,Tuesday,Every week,10:00 AM,4:00 PM,No,,10/4/2024,Walk up,,,38.8322741,-77.2081111
22863-PART-01,St. John's Community Service Center : St. John's Community Service Center,Active,2/21/2025,VA,VA Fairfax County,7611 Little River Turnpike Annandale VA 22003,(571) 283-9231,Wednesday,Every week,10:00 AM,1:00 PM,No,,10/4/2024,Walk up,,,38.8322741,-77.2081111
22863-PART-01,St. John's Community Service Center : St. John's Community Service Center,Active,2/21/2025,VA,VA Fairfax County,7611 Little River Turnpike Annandale VA 22003,(571) 283-9231,Thursday,Every week,10:00 AM,4:00 PM,No,,10/4/2024,Walk up,,,38.8322741,-77.2081111
22863-PART-01,St. John's Community Service Center : St. John's Community Service Center,Active,2/21/2025,VA,VA Fairfax County,7611 Little River Turnpike Annandale VA 22003,(571) 283-9231,Friday,Every week,10:00 AM,4:00 PM,No,,10/4/2024,Walk up,,,38.8322741,-77.2081111
22863-PART-01,St. John's Community Service Center : St. John's Community Service Center,Active,2/21/2025,VA,VA Fairfax County,7611 Little River Turnpike Annandale VA 22003,(571) 283-9231,Saturday,,As Needed,As Needed,Yes,,10/4/2024,,,,38.8322741,-77.2081111
22731-PART-01,CFH Inc. : CFH Inc.,Active,2/22/2025,VA,VA City of Manassas,9021 Centreville Road Manassas VA 20110,(571) 201-6226,Tuesday,Every week,3:00 PM,5:00 PM,No,Zip Code,9/25/2024,Walk up,Loose groceries,For Residents of East End Mobile Home Park,38.7590755,-77.4626503
22731-PART-01,CFH Inc. : CFH Inc.,Active,2/22/2025,VA,VA City of Manassas,9021 Centreville Road Manassas VA 20110,(571) 201-6226,Thursday,Every week,3:00 PM,5:00 PM,Yes,ID,9/25/2024,Walk up,,must call to make an appointment 571-201-6226,38.7590755,-77.4626503
19227-PART-01,"Crowder Owen's Calvary Food Bank : Crowder Owens Calvary Food Bank (The Bishop Alfred A. Owens, Jr. Family Life CC)",Active,2/24/2025,DC,DC Ward 5,600 W Street NE Washington DC 20002,(202) 529-2299,Wednesday,Every week,12:00 PM,2:00 PM,No,,10/7/2024,Walk up,Loose groceries,,38.9198306,-76.9981466
19227-PART-01,"Crowder Owen's Calvary Food Bank : Crowder Owens Calvary Food Bank (The Bishop Alfred A. Owens, Jr. Family Life CC)",Active,2/24/2025,DC,DC Ward 5,600 W Street NE Washington DC 20002,(202) 529-2299,Thursday,Every week,5:00 PM,7:00 PM,No,,10/7/2024,Walk up,Loose groceries,,38.9198306,-76.9981466
15390-PART-02,Salvation Army : The Salvation Army - Sherman Ave,Active,2/25/2025,DC,DC Ward 1,3335 Sherman Ave. NW Washington DC 20010,(202) 829-0100,Friday,Every week,9:30 AM,1:30 PM,No,,10/12/2023,Walk up,Pre-bagged or boxed groceries,,38.9315816,-77.0263815
19066-PART-01,Community Multi-Service : Community Multi-Service,Active,2/10/2025,DC,DC Ward 4,6300 9th St NW  Washington DC  DC 20011,(301) 588-9280,Monday,Every week,9:00 AM,5:00 PM,No,,10/29/2024,,Prepared meals,,38.966347,-77.0262483
19066-PART-01,Community Multi-Service : Community Multi-Service,Active,2/10/2025,DC,DC Ward 4,6300 9th St NW  Washington DC  DC 20011,(301) 588-9280,Tuesday,Every week,9:00 AM,5:00 PM,No,,10/29/2024,,Prepared meals,,38.966347,-77.0262483
19066-PART-01,Community Multi-Service : Community Multi-Service,Active,2/10/2025,DC,DC Ward 4,6300 9th St NW  Washington DC  DC 20011,(301) 588-9280,Thursday,Every week,9:00 AM,5:00 PM,No,,10/29/2024,,Prepared meals,,38.966347,-77.0262483
19066-PART-01,Community Multi-Service : Community Multi-Service,Active,2/10/2025,DC,DC Ward 4,6300 9th St NW  Washington DC  DC 20011,(301) 588-9280,Friday,Every week,9:00 AM,5:00 PM,No,,10/29/2024,,Prepared meals,,38.966347,-77.0262483
19035-PART-01,Edward C Mazique Child Care Center : Edward C Mazique Child Care Center,Active,2/5/2025,DC,DC Ward 2,1719 13th St NW Washington DC 20009,(202) 462-3375,Monday,Every week,12:00 PM,5:00 PM,No,,10/3/2024,Walk up,Pre-bagged or boxed groceries,,38.9132721,-77.0292766
19035-PART-01,Edward C Mazique Child Care Center : Edward C Mazique Child Care Center,Active,2/5/2025,DC,DC Ward 2,1719 13th St NW Washington DC 20009,(202) 462-3375,Tuesday,Every week,12:00 PM,5:00 PM,No,,10/3/2024,Walk up,Prepared meals,,38.9132721,-77.0292766
19035-PART-01,Edward C Mazique Child Care Center : Edward C Mazique Child Care Center,Active,2/5/2025,DC,DC Ward 2,1719 13th St NW Washington DC 20009,(202) 462-3375,Thursday,Every week,12:00 PM,5:00 PM,No,,10/3/2024,Walk up,Pre-bagged or boxed groceries,,38.9132721,-77.0292766
19035-PART-01,Edward C Mazique Child Care Center : Edward C Mazique Child Care Center,Active,2/5/2025,DC,DC Ward 2,1719 13th St NW Washington DC 20009,(202) 462-3375,Friday,Every week,12:00 PM,5:00 PM,No,,10/3/2024,Walk up,Pre-bagged or boxed groceries,,38.9132721,-77.0292766
19066-PART-01,Community Multi-Service : Community Multi-Service,Active,2/10/2025,DC,DC Ward 4,6300 9th St NW  Washington DC  DC 20011,(301) 588-9280,Saturday,Every week,9:00 AM,5:00 PM,No,,10/29/2024,,Prepared meals,,38.966347,-77.0262483
19066-PART-01,Community Multi-Service : Community Multi-Service,Active,2/10/2025,DC,DC Ward 4,6300 9th St NW  Washington DC  DC 20011,(301) 588-9280,Sunday,Every week,9:00 AM,5:00 PM,No,,10/29/2024,,Prepared meals,,38.966347,-77.0262483
14030-PART-01,SOME : So Others Might Eat,Active,1/3/2025,DC,DC Ward 5,71 O ST NW Washington DC 20002,(202) 235-1472,Tuesday,Every week,9:00 AM,11:00 AM,No,"ID,Income,Zip Code",10/2/2024,Walk up,Loose groceries,,38.9089563,-77.0114316
14030-PART-01,SOME : So Others Might Eat,Active,1/3/2025,DC,DC Ward 5,71 O ST NW Washington DC 20002,(202) 235-1472,Wednesday,Every week,9:00 AM,11:00 AM,No,"ID,Income,Zip Code",10/2/2024,Walk up,Loose groceries,,38.9089563,-77.0114316
14030-PART-01,SOME : So Others Might Eat,Active,1/3/2025,DC,DC Ward 5,71 O ST NW Washington DC 20002,(202) 235-1472,Thursday,Every week,9:00 AM,11:00 AM,No,"ID,Income,Zip Code",10/2/2024,Walk up,Loose groceries,,38.9089563,-77.0114316
14030-PART-01,SOME : So Others Might Eat,Active,1/3/2025,DC,DC Ward 5,71 O ST NW Washington DC 20002,(202) 235-1472,Friday,Every week,9:00 AM,11:00 AM,No,"ID,Income,Zip Code",10/2/2024,Walk up,Loose groceries,,38.9089563,-77.0114316
14030-PART-01,SOME : So Others Might Eat,Active,1/3/2025,DC,DC Ward 5,71 O ST NW Washington DC 20002,(202) 235-1472,Monday,Every week,12:00 PM,2:00 PM,No,"ID,Income,Zip Code",10/2/2024,Home Delivery,Prepared meals,Not open to public.,38.9089563,-77.0114316
22202-PART-01,First SDA Church : First SDA Church,Active,2/11/2025,DC,DC Ward 4,810 Shepherd ST NW Washington DC 20011,(202) 997-9663,Thursday,Every Other Week,12:00 PM,4:00 PM,No,,9/30/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",,38.9395617,-77.0236025
19276-PART-01,Womens Collective : The Women's Collective,Active,2/21/2025,DC,DC Ward 5,1818 New York Ave NE Washington DC 20020,(202) 483-7003,Monday,Every week,9:00 AM,5:00 PM,No,,10/3/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Not open to public.,38.9176751,-76.9767498
19276-PART-01,Womens Collective : The Women's Collective,Active,2/21/2025,DC,DC Ward 5,1818 New York Ave NE Washington DC 20020,(202) 483-7003,Tuesday,Every week,9:00 AM,5:00 PM,No,,10/3/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Not open to public.,38.9176751,-76.9767498
19276-PART-01,Womens Collective : The Women's Collective,Active,2/21/2025,DC,DC Ward 5,1818 New York Ave NE Washington DC 20020,(202) 483-7003,Thursday,Every week,9:00 AM,5:00 PM,No,,10/3/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Not open to public.,38.9176751,-76.9767498
19276-PART-01,Womens Collective : The Women's Collective,Active,2/21/2025,DC,DC Ward 5,1818 New York Ave NE Washington DC 20020,(202) 483-7003,Friday,Every week,9:00 AM,5:00 PM,No,,10/3/2024,Walk up,"Loose groceries,Pre-bagged or boxed groceries",Not open to public.,38.9176751,-76.9767498
22877-PART-01,True Ground Housing : True Ground Housing,Active,2/24/2025,VA,VA Arlington County,4318 N Carlin Springs Road Arlington VA 22203,(571) 733-9627,Monday,Every week,10:00 AM,6:00 PM,No,Zip Code,2/5/2025,Walk up,Loose groceries,,38.8775699,-77.1121974
22877-PART-01,True Ground Housing : True Ground Housing,Active,2/24/2025,VA,VA Arlington County,4318 N Carlin Springs Road Arlington VA 22203,(571) 733-9627,Tuesday,Every week,10:00 AM,6:00 PM,No,ID,9/4/2024,Walk up,Loose groceries,,38.8775699,-77.1121974
22877-PART-01,True Ground Housing : True Ground Housing,Active,2/24/2025,VA,VA Arlington County,4318 N Carlin Springs Road Arlington VA 22203,(571) 733-9627,Wednesday,Every week,8:00 AM,1:00 PM,No,,9/4/2024,Walk up,Loose groceries,,38.8775699,-77.1121974
22877-PART-01,True Ground Housing : True Ground Housing,Active,2/24/2025,VA,VA Arlington County,4318 N Carlin Springs Road Arlington VA 22203,(571) 733-9627,Thursday,Every week,10:00 AM,6:00 PM,No,,9/4/2024,Walk up,Loose groceries,,38.8775699,-77.1121974
22877-PART-01,True Ground Housing : True Ground Housing,Active,2/24/2025,VA,VA Arlington County,4318 N Carlin Springs Road Arlington VA 22203,(571) 733-9627,Friday,Every week,10:00 AM,1:00 PM,No,ID,9/4/2024,Walk up,Loose groceries,,38.8775699,-77.1121974
22877-PART-01,True Ground Housing : True Ground Housing,Active,2/24/2025,VA,VA Arlington County,4318 N Carlin Springs Road Arlington VA 22203,(571) 733-9627,Saturday,Every week,9:00 AM,12:00 PM,No,ID,9/4/2024,Walk up,Loose groceries,,38.8775699,-77.1121974
19295-PART-01,Metropolis Club : Metropolis Club,Active,5/14/2024,DC,DC Ward 5,938 Rhode Island Ave NE Washington DC 20018,(301) 793-4236,Tuesday,Every week,10:30 AM,8:00 PM,No,,11/13/2024,Walk up,Loose groceries,,38.9226403,-76.9926335
19295-PART-01,Metropolis Club : Metropolis Club,Active,5/14/2024,DC,DC Ward 5,938 Rhode Island Ave NE Washington DC 20018,(301) 793-4236,Wednesday,Every week,10:30 AM,8:00 PM,No,,11/13/2024,Walk up,Loose groceries,,38.9226403,-76.9926335
19295-PART-01,Metropolis Club : Metropolis Club,Active,5/14/2024,DC,DC Ward 5,938 Rhode Island Ave NE Washington DC 20018,(301) 793-4236,Thursday,Every week,10:30 AM,8:00 PM,No,,11/13/2024,Walk up,Loose groceries,,38.9226403,-76.9926335
19295-PART-01,Metropolis Club : Metropolis Club,Active,5/14/2024,DC,DC Ward 5,938 Rhode Island Ave NE Washington DC 20018,(301) 793-4236,Friday,Every week,10:30 AM,8:00 PM,No,,11/13/2024,Walk up,Loose groceries,,38.9226403,-76.9926335
19295-PART-01,Metropolis Club : Metropolis Club,Active,5/14/2024,DC,DC Ward 5,938 Rhode Island Ave NE Washington DC 20018,(301) 793-4236,Saturday,Every week,10:00 AM,8:00 PM,No,,11/13/2024,Walk up,Loose groceries,,38.9226403,-76.9926335
19295-PART-01,Metropolis Club : Metropolis Club,Active,5/14/2024,DC,DC Ward 5,938 Rhode Island Ave NE Washington DC 20018,(301) 793-4236,Sunday,,7:00 AM,8:00 PM,No,,11/14/2024,Walk up,Loose groceries,,38.9226403,-76.9926335
22183-PART-01,The ARK of DC Foundation : The ARK of DC Foundation,Active,11/16/2024,DC,DC Ward 5,1818 New York Ave. NE Washington DC 20002,(771) 210-9962,Monday,Every week,9:00 AM,5:00 PM,No,"ID,Zip Code",11/13/2024,,Loose groceries,DC Residents only,38.9176751,-76.9767498
22183-PART-01,The ARK of DC Foundation : The ARK of DC Foundation,Active,11/16/2024,DC,DC Ward 5,1818 New York Ave. NE Washington DC 20002,(771) 210-9962,Tuesday,Every week,9:00 AM,5:00 PM,No,"ID,Zip Code",11/13/2024,,Loose groceries,DC Residents only,38.9176751,-76.9767498
22183-PART-01,The ARK of DC Foundation : The ARK of DC Foundation,Active,11/16/2024,DC,DC Ward 5,1818 New York Ave. NE Washington DC 20002,(771) 210-9962,Thursday,Every week,9:00 AM,5:00 PM,No,"ID,Zip Code",11/13/2024,,Loose groceries,DC Residents only,38.9176751,-76.9767498
22183-PART-01,The ARK of DC Foundation : The ARK of DC Foundation,Active,11/16/2024,DC,DC Ward 5,1818 New York Ave. NE Washington DC 20002,(771) 210-9962,Friday,Every week,9:00 AM,5:00 PM,No,"ID,Zip Code",11/13/2024,,Loose groceries,DC Residents only,38.9176751,-76.9767498
21762-PART-01,"Small Things Matter, Inc : Small Things Matter, Inc",Active,2/21/2025,MD,MD Montgomery County,201 Ethan Allen Avenue Takoma Park MD 20912,(202) 669-8550,,,,,No,,9/30/2024,,,,38.9776841,-77.0059115
14085-PART-01,Ward 7 Food Center of Peace Lutheran Church : Ward 7 Food Center of Peace Lutheran Church,Active,2/1/2025,DC,DC Ward 7,7 (Peace Lutheran Church) 4929 Ames St NE Washington  DC 20019,(301) 367-6983,Tuesday,3rd of the Month,11:00 AM,12:00 PM,Yes,,11/4/2024,Walk up,Loose groceries,Grab n Go,38.890861,-76.931777
19805-PART-01,Calvary Episcopal Church : Calvary Episcopal Church,Active,1/30/2025,DC,DC Ward 6,509 I Street NE Washington DC 20002,(858) 405-6276,Saturday,3rd of the Month,10:00 AM,12:00 PM,No,Income,1/31/2025,Walk up,Pre-bagged or boxed groceries,,38.9011223,-76.9987621
23013-PART-01,Fairfax Church Resource Center : Fairfax Church Resource Center,Active,2/24/2025,VA,VA Fairfax County,11451 Braddock Road Fairfax VA 22030,(703) 745-1030,Sunday,Every week,1:00 PM,2:00 PM,Yes,"ID,Income,Zip Code",8/22/2024,,Pre-bagged or boxed groceries,,38.8329264,-77.3397636
23013-PART-01,Fairfax Church Resource Center : Fairfax Church Resource Center,Active,2/24/2025,VA,VA Fairfax County,11451 Braddock Road Fairfax VA 22030,(703) 745-1030,Monday,Every week,11:00 AM,3:00 PM,Yes,"ID,Income,Zip Code",8/26/2024,,Pre-bagged or boxed groceries,,38.8329264,-77.3397636
23013-PART-01,Fairfax Church Resource Center : Fairfax Church Resource Center,Active,2/24/2025,VA,VA Fairfax County,11451 Braddock Road Fairfax VA 22030,(703) 745-1030,Tuesday,Every week,11:30 AM,3:00 PM,Yes,"ID,Income,Zip Code",8/22/2024,,Pre-bagged or boxed groceries,,38.8329264,-77.3397636
23013-PART-01,Fairfax Church Resource Center : Fairfax Church Resource Center,Active,2/24/2025,VA,VA Fairfax County,11451 Braddock Road Fairfax VA 22030,(703) 745-1030,Wednesday,Every week,11:30 AM,3:00 PM,Yes,"ID,Income,Zip Code",8/22/2024,,Pre-bagged or boxed groceries,,38.8329264,-77.3397636
23013-PART-01,Fairfax Church Resource Center : Fairfax Church Resource Center,Active,2/24/2025,VA,VA Fairfax County,11451 Braddock Road Fairfax VA 22030,(703) 745-1030,Thursday,Every week,9:00 AM,3:00 PM,Yes,"ID,Income,Zip Code",8/22/2024,,Pre-bagged or boxed groceries,,38.8329264,-77.3397636
19752-PART-01,ICNA Relief USA Programs Inc. : ICNA Relief USA Programs Inc.,Active,2/26/2025,VA,VA Fairfax County,2912 WOODLAWN TRAIL ALEXANDRIA VA 22306,(571) 662-0786,Thursday,2nd of the Month,12:30 PM,1:30 PM,No,Zip Code,10/8/2024,Walk up,,location: Near The Jefferson Leesburg Pike Falls Church VA 22044,38.751443,-77.081172
22052-PART-02,NHT Communities : Monsenor Romero,Active,2/5/2025,DC,DC Ward 1,3145 Mt Pleasant St NW Washington DC 20010,(202) 333-8931,Monday,Every week,11:00 AM,4:00 PM,No,,9/30/2024,"Home Delivery,Walk up",Loose groceries,,38.9298594,-77.037567
22052-PART-03,NHT Communities : Villages of East River,Active,2/24/2025,DC,DC Ward 7,305 37th St SE Washington DC 20019,(202) 621-1617,Wednesday,Every week,11:00 AM,4:00 PM,No,,10/15/2024,"Home Delivery,Walk up",Loose groceries,,38.8854178,-76.9533367
15990-PART-02,DC Central Kitchen : DC Food Project,Active,11/27/2024,DC,DC Ward 4,3600 Calvert St. NW Washington DC 20007,(202) 400-2806,Monday,Every week,7:00 AM,3:00 PM,No,,11/7/2024,,Loose groceries,For students/families only,38.9221431,-77.0712033
15990-PART-02,DC Central Kitchen : DC Food Project,Active,11/27/2024,DC,DC Ward 4,3600 Calvert St. NW Washington DC 20007,(202) 400-2806,Tuesday,Every week,7:00 AM,3:00 PM,No,,11/6/2024,,Loose groceries,For students/families only,38.9221431,-77.0712033
15990-PART-02,DC Central Kitchen : DC Food Project,Active,11/27/2024,DC,DC Ward 4,3600 Calvert St. NW Washington DC 20007,(202) 400-2806,Wednesday,Every week,7:00 AM,3:00 PM,No,,11/6/2024,,Loose groceries,For students/families only,38.9221431,-77.0712033
15990-PART-02,DC Central Kitchen : DC Food Project,Active,11/27/2024,DC,DC Ward 4,3600 Calvert St. NW Washington DC 20007,(202) 400-2806,Thursday,Every week,7:00 AM,3:00 PM,No,,11/6/2024,,Loose groceries,For students/families only,38.9221431,-77.0712033
15990-PART-02,DC Central Kitchen : DC Food Project,Active,11/27/2024,DC,DC Ward 4,3600 Calvert St. NW Washington DC 20007,(202) 400-2806,Friday,Every week,7:00 AM,3:00 PM,No,,11/6/2024,,Loose groceries,For students/families only,38.9221431,-77.0712033
15031-PART-01,The Episcopal Church of Atonement : Atonement Food Pantry,Active,2/25/2025,DC,DC Ward 7,5073 East Capitol Street SE Washington DC 20019,(202) 251-7725,Wednesday,1st of the Month,4:00 PM,7:00 PM,No,,10/16/2024,"Drive thru,Walk up","Loose groceries,Pre-bagged or boxed groceries",Non-perishables and meat (if availabile),38.8894648,-76.9273466
14410-PART-01,Spanish Catholic Center : Spanish Catholic Center,Active,8/8/2024,DC,DC Ward 1,1618 Monroe St. NW Washington DC 20010,,Monday,Every week,10:00 AM,4:00 PM,No,Zip Code,12/16/2024,Walk up,Loose groceries,,38.9327141,-77.0373983
14410-PART-01,Spanish Catholic Center : Spanish Catholic Center,Active,8/8/2024,DC,DC Ward 1,1618 Monroe St. NW Washington DC 20010,,Tuesday,Every week,10:00 AM,4:00 PM,No,Zip Code,12/16/2024,Walk up,Loose groceries,,38.9327141,-77.0373983
14410-PART-01,Spanish Catholic Center : Spanish Catholic Center,Active,8/8/2024,DC,DC Ward 1,1618 Monroe St. NW Washington DC 20010,,Thursday,Every week,10:00 AM,4:00 PM,No,Zip Code,12/16/2024,Walk up,Loose groceries,,38.9327141,-77.0373983
19745-PART-01,Chrisma Charities : Chrisma Charities,Active,2/25/2025,MD,MD Montgomery County,12805 Georgia Avenue Silver Spring MD 20906,,,,,,No,,10/7/2024,,,,39.0653229,-77.05802
19745-PART-01,Chrisma Charities : Chrisma Charities,Active,2/25/2025,MD,MD Montgomery County,12805 Georgia Avenue Silver Spring MD 20906,,Friday,Every week,10:00 AM,2:00 PM,No,,10/7/2024,Walk up,Pre-bagged or boxed groceries,"Hampshire Village	3210 Norbeck Rd. Silver Spring, MD 20906",39.0653229,-77.05802
23055-PART-01,Woodbridge Church of the Nazarene : Woodbridge Church of the Nazarene,Active,12/11/2024,VA,VA Prince William County,14001 Smoketown Road Woodbridge VA 22193,(703) 670-2252,Tuesday,2nd and 4th of the Month,6:30 PM,8:30 PM,No,,8/26/2024,Walk up,Loose groceries,,38.6448658,-77.3009723
23030-PART-01,Living Faith Lutheran Church : Living Faith Lutheran Church,Active,2/18/2025,MD,MD Montgomery County,1605 Veirs Mill Road Rockville MD 20851,(301) 424-8622,Tuesday,Every Other Week,9:00 AM,Until Food Runs Out,No,,10/10/2024,Walk up,Pre-bagged or boxed groceries,,39.0772907,-77.1233492
19846-PART-01,Hope Presbyterian Church : Hope Presbyterian Church,Active,2/6/2025,MD,MD Prince George's County,1100 Enterprise Road Mitchellville MD 20721,(240) 678-7667,Tuesday,Every week,12:00 PM,1:30 PM,No,,9/23/2024,,,Come around church to rear,38.909951,-76.798955
